id,name,addr,lat,lng,dong,sat,sun,holiday,type
222,아이맘소아청소년과의원,제주특별자치도 서귀포시 신서귀로97번길 51,33.2539879848355,126.506975247499,강정동,1,0,0, 의원
223,제주우리병원,제주특별자치도 제주시 중앙로 373 ,33.488982016406,126.539666925704,이도이동,1,0,0, 병원
224,한수풀의원,제주특별자치도 제주시 한림읍 한림로 681,33.4156469861949,126.264772856651,한림읍 한림리,0,0,0, 의원
225,삼성맘편한신경과의원,제주특별자치도 서귀포시 중앙로 113,33.25480137328,126.560488355674,서홍동,0,0,0, 의원
226,고든비뇨의학과의원,제주특별자치도 제주시 도령로 76,33.489817924436,126.486554163651,연동,1,0,0, 의원
227,타임소아청소년과의원,제주특별자치도 제주시 중앙로 371,33.4891743543604,126.539431766652,이도이동,1,0,1, 의원
228,삼다중앙의원,제주특별자치도 제주시 애월읍 하귀로 37,33.4803160128959,126.401136620648,애월읍 하귀2리,1,1,1, 의원
229,강남성모안과의원,제주특별자치도 제주시 수덕1길 3 ,33.4862425301571,126.478276246833,노형동,1,0,0, 의원
230,오케이정형외과의원,제주특별자치도 제주시 동광로 108-1 ,33.5060460786907,126.539148588153,일도이동,1,0,0, 의원
231,이지현의원,제주특별자치도 제주시 과원로 110,33.4793623460299,126.493480157363,연동,1,0,0, 의원
232,서울탑정신건강의학과의원,제주특별자치도 제주시 1100로 3321,33.4828355651889,126.480565928098,노형동,1,0,0, 의원
233,한림이비인후과의원,제주특별자치도 제주시 한림읍 명랑로 6,33.4146450901615,126.265494612564,한림읍 한림리,1,0,0, 의원
234,건강한한림연합내과의원,제주특별자치도 제주시 한림읍 한림중앙로 71,33.4087215576125,126.266712248867,한림읍 한림리,1,0,0, 의원
235,한림의원,제주특별자치도 제주시 한림읍 한림중앙로 29,33.4121682539585,126.265191013939,한림읍 한림리,1,1,1, 의원
236,성이시돌복지의원,제주특별자치도 제주시 한림읍 산록남로 50,33.3442996570488,126.321132991033,한림읍 금악리,0,0,0, 의원
237,한림본정형외과의원,제주특별자치도 제주시 한림읍 한림상로 116,33.4099219825896,126.265486208907,한림읍 동명리,0,0,0, 의원
238,한림김안과의원,제주특별자치도 제주시 한림읍 명랑로 13,33.4147296289076,126.266403738707,한림읍 한림리,0,0,0, 의원
239,제주대학교병원,제주특별자치도 제주시 아란13길 15-  ,33.4672085209581,126.545201028535,아라일동,0,0,0, 종합병원
240,서울푸른정신건강의학과의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
241,눈사랑안과의원,제주특별자치도 제주시 노형8길 2,33.4843262448719,126.477346169156,노형동,0,1,0, 의원
242,탑성형외과의원,제주특별자치도 제주시 서광로 131 ,33.5005390817873,126.510450509709,용담이동,1,0,0, 의원
243,강남마디척의원,제주특별자치도 서귀포시 신서로48번길 52,33.2527905225291,126.510372674781,법환동,1,0,0, 의원
244,강골정형외과의원,제주특별자치도 제주시 서광로 272,33.4997867260762,126.525426431214,도남동,1,0,0, 의원
245,가톨릭안과의원,제주특별자치도 제주시 도령로 1,33.486812673941,126.479321267482,노형동,1,0,0, 의원
246,WE병원,제주특별자치도 서귀포시 1100로 453-95  ,33.2858507894235,126.444618497938,회수동,0,0,0, 병원
247,의료법인 혜인의료재단 한국병원,제주특별자치도 제주시 서광로 193 ,33.5003915262127,126.516729196278,삼도일동,1,0,0, 종합병원
248,한마음병원,제주특별자치도 제주시 연신로 52-  ,33.4962868079834,126.546238571767,이도이동,1,0,0, 종합병원
249,고영관신경외과의원,제주특별자치도 제주시 연삼로 342,33.4919650047206,126.529078288259,도남동,1,0,0, 의원
250,해맑은비뇨의학과의원,제주특별자치도 제주시 월랑로 1,33.4863844954209,126.478567739143,노형동,1,0,0, 의원
251,제주한라병원,제주특별자치도 제주시 도령로 65-  ,33.4902661749243,126.484919722369,연동,1,0,0, 종합병원
252,하나신통의원,제주특별자치도 서귀포시 대정읍 신영로 112-1,33.2216470276013,126.254393389872,대정읍 하모리,1,0,0, 의원
253,아산 본 정형외과 의원,제주특별자치도 서귀포시 대정읍 중산간서로 2274,33.2807928230905,126.285370709694,대정읍 구억리,1,0,0, 의원
254,더이음정신건강의학과의원,제주특별자치도 제주시 중앙로 299,33.4944036527446,126.534643601759,이도이동,1,0,0, 의원
255,서귀포열린병원,제주특별자치도 서귀포시 일주동로 8638 ,33.2544659162544,126.565425372675,동홍동,1,1,1, 병원
256,정안과의원,제주특별자치도 서귀포시 중정로 54-1 ,33.247510255393,126.562227565513,서귀동,1,1,1, 의원
257,양재식내과의원,제주특별자치도 서귀포시 동문로 2,33.2523192582574,126.561504673145,서귀동,1,0,1, 의원
258,생생가정의학과의원,제주특별자치도 서귀포시 안덕면 화순로 132,33.2465493071016,126.332309568164,안덕면 화순리,1,0,0, 의원
259,함덕튼튼의원,제주특별자치도 제주시 조천읍 신북로 523,33.5420394042026,126.665971016422,조천읍 함덕리,1,0,0, 의원
260,유소아과의원,제주특별자치도 서귀포시 중앙로 93 ,33.2528292134515,126.56037911371,서귀동,1,1,1, 의원
261,고려삼성의원,제주특별자치도 서귀포시 중앙로 44 ,33.2485506417873,126.561893270912,서귀동,1,0,0, 의원
262,베스트비뇨기과의원,제주특별자치도 서귀포시 동문로 5,33.2523432454262,126.562068685543,서귀동,1,0,0, 의원
263,현대산부인과의원,제주특별자치도 서귀포시 동문로 61 ,33.2493886141324,126.567067621968,서귀동,1,0,1, 의원
264,윤성현내과의원,제주특별자치도 서귀포시 중정로 38  ,33.2473594620155,126.560375596439,서귀동,1,0,1, 의원
265,대림외과의원,제주특별자치도 서귀포시 중앙로 25-3 ,33.2470898329365,126.561538729427,서귀동,1,0,1, 의원
266,시원한이비인후과의원,제주특별자치도 서귀포시 중정로 65-1  ,33.2483294168783,126.563184941217,서귀동,1,0,1, 의원
267,조대경안심내과의원,제주특별자치도 제주시 노형8길 2 ,33.4843262448719,126.477346169156,노형동,1,0,0, 의원
268,제주삼성안과의원,제주특별자치도 제주시 관덕로 66 ,33.5128681419798,126.526286786596,일도일동,0,0,0, 의원
269,제주늘푸른의원,제주특별자치도 제주시 중앙로 132,33.5068454153752,126.524707080033,삼도이동,1,0,0, 의원
270,박재홍내과의원,제주특별자치도 제주시 고마로 149,33.5015046264362,126.543570318192,일도이동,1,0,0, 의원
271,혜민내과의원,제주특별자치도 제주시 동광로15길 2,33.5059541422948,126.538114500289,일도이동,1,0,0, 의원
272,장용안과의원,제주특별자치도 제주시 서광로 302,33.5003324893306,126.528859722904,이도이동,1,0,0, 의원
273,미래산부인과의원,제주특별자치도 제주시 연북로 28,33.4816780028989,126.484364060661,노형동,1,0,0, 의원
274,박지욱신경과의원,제주특별자치도 제주시 월랑로 3 ,33.4864706584836,126.478475118898,노형동,1,0,0, 의원
275,함내과의원,제주특별자치도 제주시 관덕로 63 ,33.5132798345909,126.526081549986,일도일동,1,0,0, 의원
276,참정형외과의원,제주특별자치도 제주시 중앙로 570,33.4726590975615,126.545266152334,아라일동,1,0,0, 의원
277,강정형외과의원,제주특별자치도 제주시 서광로 262,33.4996621148119,126.524506360365,삼도일동,1,0,0, 의원
278,최고이비인후과의원,제주특별자치도 제주시 노형로 376,33.483414723833,126.476126253122,노형동,1,0,1, 의원
279,이동구내과의원,제주특별자치도 제주시 신광로 64,33.4865079326412,126.489746657434,연동,1,0,0, 의원
280,함덕의원,제주특별자치도 제주시 조천읍 신북로 501,33.5429861252376,126.66382368387,조천읍 함덕리,0,0,0, 의원
281,참사랑소아과의원,제주특별자치도 제주시 우정로 56 ,33.4879769858243,126.430731090549,외도일동,1,0,0, 의원
282,고산사랑의원,제주특별자치도 제주시 한경면 고산로 15,33.3024441015566,126.179395177946,한경면 고산리,1,0,0, 의원
283,하귀튼튼의원,제주특별자치도 제주시 애월읍 하귀9길 1,33.4867393589107,126.414969308735,애월읍 하귀1리,1,0,0, 의원
284,김석홍마취통증의학과의원,제주특별자치도 서귀포시 중정로 56-1 ,33.2474900546883,126.562456976462,서귀동,1,0,0, 의원
285,서문의원,제주특별자치도 제주시 서문로 68 ,33.5117397203378,126.518385714275,용담일동,1,0,0, 의원
286,케이뷰티성형외과의원,제주특별자치도 제주시 중앙로 371-1,33.4891018116477,126.539562671479,이도이동,1,0,0, 의원
287,드림통증의원,제주특별자치도 서귀포시 남원읍 태위로 629,33.2780525546423,126.714070239628,남원읍 남원리,1,0,0, 의원
288,고산의원,제주특별자치도 제주시 한경면 고산로 8,33.3016564504699,126.179829663884,한경면 고산리,1,0,0, 의원
289,탐라의원,제주특별자치도 제주시 한림읍 한림로 684,33.4157091179464,126.265292353697,한림읍 한림리,1,0,0, 의원
290,김의원,제주특별자치도 제주시 한림읍 사가길 1,33.4146962685684,126.26398326895,한림읍 한림리,1,0,0, 의원
291,포에버의원,제주특별자치도 제주시 삼무로 18,33.4895983510098,126.488660583969,연동,1,0,0, 의원
292,더자란 소아청소년과의원,제주특별자치도 제주시 연북로 556,33.4863961448418,126.539082682588,아라일동,1,0,0, 의원
293,하동바툼낭의원,제주특별자치도 제주시 애월읍 하귀로 35,33.4803467441823,126.40098470745,애월읍 하귀2리,1,0,0, 의원
294,하나로의원,제주특별자치도 제주시 조천읍 함와로 40,33.5365660075389,126.674912222026,조천읍 함덕리,1,0,0, 의원
295,고은희산부인과의원,제주특별자치도 서귀포시 중정로 78 ,33.2480013329838,126.564681981088,서귀동,1,0,0, 의원
296,홍소아청소년과의원,제주특별자치도 제주시 아란7길 18,33.4745816172885,126.543512177609,아라일동,1,0,0, 의원
297,해맑은소아과의원,제주특별자치도 제주시 수덕로 6 ,33.4886649230919,126.475307220929,노형동,1,0,0, 의원
298,위미의원,제주특별자치도 서귀포시 남원읍 태위로 123,33.2749675317659,126.660715872938,남원읍 위미리,1,0,0, 의원
299,명이비인후과의원,제주특별자치도 제주시 서광로 215 ,33.5001243460011,126.519524370686,삼도일동,1,0,0, 의원
300,더편한오동훈내과의원,제주특별자치도 제주시 서광로 294,33.5002042667494,126.527884346517,이도이동,1,0,0, 의원
301,맨투맨남성의원,제주특별자치도 제주시 도령로 7,33.4866698393292,126.48011049475,노형동,1,0,0, 의원
302,허용가정의학과의원,제주특별자치도 서귀포시 서호남로 91,33.2531401460418,126.52228132127,서호동,1,0,0, 의원
303,파랑새의원,제주특별자치도 제주시 노연로 90 ,33.4857262153656,126.489715841975,연동,1,1,1, 의원
304,이종영안과의원,제주특별자치도 제주시 노형로 378,33.4835900233367,126.476304019779,노형동,1,0,0, 의원
305,속편한드림내과의원,제주특별자치도 제주시 노형8길 3,33.4844444517438,126.477797252714,노형동,1,0,0, 의원
306,한라속시원내과의원,제주특별자치도 제주시 중앙로 266,33.4961300404314,126.531799909918,이도이동,1,0,0, 의원
307,강미정소아청소년과의원,제주특별자치도 제주시 연오로 59,33.4879308657759,126.502057860304,오라삼동,1,0,0, 의원
308,하나가정의학과의원,제주특별자치도 제주시 월랑로 59,33.4902322419752,126.474199468505,노형동,1,0,0, 의원
309,제주제일의원,제주특별자치도 제주시 동문로20길 1 ,33.5136308871107,126.53663219695,일도이동,1,0,0, 의원
310,제일내과의원,제주특별자치도 제주시 월랑로 1,33.4863844954209,126.478567739143,노형동,1,0,0, 의원
311,우리들소아청소년과의원,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동,1,0,0, 의원
312,오정헌내과의원,제주특별자치도 제주시 우정로8길 2,33.4893639324779,126.430679405636,외도일동,1,0,0, 의원
313,예일소아과의원,제주특별자치도 제주시 연북로 40 ,33.4816329345296,126.485625199268,노형동,1,0,0, 의원
314,연세내과의원,제주특별자치도 제주시 구좌읍 세화3길 2,33.5236129426723,126.856022042717,구좌읍 세화리,1,0,0, 의원
315,애월정의원,제주특별자치도 제주시 애월읍 애월로 109,33.4648651779604,126.319188072199,애월읍 애월리,1,0,0, 의원
316,시원의원,제주특별자치도 제주시 한림읍 한림중앙로 46 ,33.4105960192047,126.265107178745,한림읍 한림리,1,0,0, 의원
317,서울아산신경외과의원,제주특별자치도 제주시 서광로 301,33.5008427104047,126.528435749276,이도일동,1,0,0, 의원
318,서울가정의학과의원,제주특별자치도 제주시 조천읍 신촌4길 2 201동 101호 ,33.5329417165966,126.619384935976,조천읍 신촌리,1,0,0, 의원
319,더맑은이비인후과의원,제주특별자치도 제주시 동화로 28,33.5178427402212,126.572794072486,화북일동,1,0,0, 의원
320,다사랑의원,제주특별자치도 제주시 신대로 128 ,33.4858517995196,126.496059583157,연동,1,0,0, 의원
321,노형이비인후과의원,제주특별자치도 제주시 월랑로 1,33.4863844954209,126.478567739143,노형동,1,0,0, 의원
322,노동의원,제주특별자치도 제주시 만덕로3길 2,33.5149345777914,126.532215713718,건입동,1,0,0, 의원
323,고순희내과의원,제주특별자치도 제주시 서사로 155 ,33.4984631916553,126.520043633981,삼도일동,1,0,0, 의원
324,고려의원,제주특별자치도 제주시 구좌읍 세화10길 1,33.5208355861818,126.858782714682,구좌읍 세화리,1,0,0, 의원
325,현 비뇨의학과 의원,제주특별자치도 서귀포시 대정읍 하모상가로 49,33.2221082143923,126.253974122864,대정읍 하모리,1,0,0, 의원
326,한라성심의원,제주특별자치도 제주시 동광로 107,33.5063922715212,126.538755973917,일도이동,1,0,0, 의원
327,표선의원,제주특별자치도 서귀포시 표선면 표선동서로 225,33.3242518318003,126.831621729203,표선면 표선리,1,0,1, 의원
328,탐라미의원,제주특별자치도 제주시 서해안로 24,33.4998504889239,126.456850045358,이호일동,1,0,0, 의원
329,킴스연합의원,제주특별자치도 서귀포시 동홍중앙로 49 ,33.2550558185613,126.57183575331,동홍동,1,0,0, 의원
330,청담루이성형외과의원,제주특별자치도 제주시 노형14길 14,33.484497219176,126.479775295979,노형동,1,0,0, 의원
331,임덕방사선과의원,제주특별자치도 제주시 중앙로 77 ,33.5112411910527,126.524560673505,이도일동,0,0,0, 의원
332,성산제일정형외과의원,제주특별자치도 서귀포시 성산읍 동류암로36번길 16,33.4499157847465,126.915741296905,성산읍 고성리,0,0,0, 의원
333,서울의원,제주특별자치도 서귀포시 일주동로 8610,33.2549066930317,126.56844600676,동홍동,0,0,0, 의원
334,삼양가정의원,제주특별자치도 제주시 일주동로 366 ,33.5208841725461,126.584080157623,삼양이동,1,0,0, 의원
335,해랑소아청소년과의원,제주특별자치도 서귀포시 동문로 5,33.2523432454262,126.562068685543,서귀동,1,0,0, 의원
336,한라이비인후과의원,제주특별자치도 서귀포시 일주동로 8675 ,33.2530177709473,126.561689408622,서귀동,1,0,0, 의원
337,한관지이비인후과의원,제주특별자치도 서귀포시 중정로 56-1 ,33.2474900546883,126.562456976462,서귀동,1,0,1, 의원
338,하나의원,제주특별자치도 서귀포시 중정로 76 ,33.2479212053484,126.564483756251,서귀동,1,0,0, 의원
339,푸른소아청소년과의원,제주특별자치도 서귀포시 중앙로 35-1 ,33.2478641206696,126.561606221084,서귀동,1,0,0, 의원
340,우리의원,제주특별자치도 서귀포시 성산읍 동류암로36번길 23 ,33.4496175289055,126.915076362584,성산읍 고성리,1,0,0, 의원
341,우리들소아과의원,제주특별자치도 서귀포시 중정로 70,33.24777808645,126.563831943749,서귀동,1,0,0, 의원
342,서귀포내과의원,제주특별자치도 서귀포시 중앙로 89,33.2525963969071,126.56042567209,서귀동,1,0,0, 의원
343,본의원,제주특별자치도 서귀포시 일주동로 9213,33.248712252659,126.508491059708,법환동,1,0,0, 의원
344,바른정의원,제주특별자치도 제주시 성지로 76-1 ,33.5115250525451,126.531362263895,일도이동,1,0,0, 의원
345,미우성형외과의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
346,문의원,제주특별자치도 제주시 한림읍 한림로 652 ,33.4138298431515,126.262874767005,한림읍 한림리,1,0,1, 의원
347,문성철정형외과의원,제주특별자치도 제주시 일주동로 241,33.5198327989352,126.570960870211,화북일동,1,0,0, 의원
348,삼성정형외과의원,제주특별자치도 제주시 동광로 124,33.5069867270985,126.540293885402,일도이동,1,0,0, 의원
349,제주대항외과의원,제주특별자치도 제주시 고마로 53,33.509500248517,126.53970403748,일도이동,1,0,0, 의원
350,중앙의원,제주특별자치도 서귀포시 대정읍 상모로 313 ,33.2225300089931,126.255859278342,대정읍 상모리,1,1,1, 의원
351,신윤석외과의원,제주특별자치도 서귀포시 월드컵로 8,33.2489939885441,126.507323170982,강정동,1,0,0, 의원
352,서울탑외과의원,제주특별자치도 제주시 1100로 3321,33.4828355651889,126.480565928098,노형동,1,0,0, 의원
353,홍성희여성외과의원,제주특별자치도 제주시 노형8길 2 ,33.4843262448719,126.477346169156,노형동,1,0,0, 의원
354,미인세상의원,제주특별자치도 제주시 연북로 527,33.4851989356373,126.536163681745,아라일동,1,0,0, 의원
355,비바체성형외과의원,제주특별자치도 제주시 중앙로 302,33.4938136520931,126.534044371519,이도이동,1,0,0, 의원
356,온정신건강의학과의원,제주특별자치도 제주시 동광로 122,33.5068794566345,126.540226111547,일도이동,0,0,0, 의원
357,한빛정신건강의학과의원,제주특별자치도 제주시 서광로 184 ,33.4997145957062,126.5160784456,삼도일동,1,0,0, 의원
358,밝은정신건강의학과의원,제주특별자치도 서귀포시 중앙로 91 ,33.2527175839254,126.560402422658,서귀동,1,0,0, 의원
359,최인철정신건강의학과의원,제주특별자치도 제주시 1100로 3347,33.4848372184625,126.479605628771,노형동,1,0,0, 의원
360,한사랑정신과의원,제주특별자치도 제주시 서광로 273,33.5004176607745,126.525662002453,이도일동,1,0,0, 의원
361,이방훈재활의학과의원,제주특별자치도 제주시 서광로 157,33.5003166071857,126.513275051146,용담일동,0,0,0, 의원
362,서귀포빛사랑안과의원,제주특별자치도 서귀포시 동문로 2 ,33.2523192582574,126.561504673145,서귀동,1,0,0, 의원
363,이종찬제통마취과의원,제주특별자치도 서귀포시 중앙로 35-1 ,33.2478641206696,126.561606221084,서귀동,1,0,0, 의원
364,민마취통증의학과의원,제주특별자치도 제주시 동문로 76,33.5135012600925,126.534809712342,일도이동,1,0,0, 의원
365,바루나마취통증의학과의원,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동,0,0,0, 의원
366,수마취통증의학과의원,제주특별자치도 서귀포시 중앙로 113,33.25480137328,126.560488355674,서홍동,1,0,0, 의원
367,하늘마취통증의학과의원,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동,1,0,0, 의원
368,편안한마취통증의학과의원,제주특별자치도 제주시 일주동로 199,33.5190229158855,126.566846605617,화북일동,1,0,0, 의원
369,정성학 마취통증의학과의원,제주특별자치도 제주시 서사로 155,33.4984631916553,126.520043633981,삼도일동,1,0,0, 의원
370,드림미성형외과의원,제주특별자치도 제주시 1100로 3347,33.4848372184625,126.479605628771,노형동,0,0,0, 의원
371,조천부부의원,제주특별자치도 제주시 조천읍 신북로 237 ,33.5369184629232,126.637876970269,조천읍 조천리,1,0,0, 의원
372,연세예담의원,제주특별자치도 서귀포시 일주동로 8666,33.2536909571303,126.562363402936,동홍동,1,0,0, 의원
373,아산수의원,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 16,33.2794966695968,126.275263560437,대정읍 보성리,0,0,0, 의원
374,아름다운의원,제주특별자치도 서귀포시 일주동로 8671 ,33.2530910639216,126.562044995228,서귀동,1,0,0, 의원
375,제주아름다운피부과의원,제주특별자치도 제주시 서광로 273 ,33.5004176607745,126.525662002453,이도일동,1,0,0, 의원
376,투게더피부과의원,제주특별자치도 서귀포시 월드컵로 8,33.2489939885441,126.507323170982,강정동,1,0,0, 의원
377,한승진신경외과의원,제주특별자치도 제주시 서광로 161 ,33.5003816890679,126.513730976435,용담일동,1,0,0, 의원
378,서귀포유신경외과의원,제주특별자치도 서귀포시 중앙로 43 ,33.2484061219292,126.561487195477,서귀동,1,0,0, 의원
379,메디필산부인과의원,제주특별자치도 제주시 중앙로 308 ,33.4932501979887,126.534703360433,이도이동,1,0,0, 의원
380,오나정산부인과의원,제주특별자치도 제주시 건주로 31,33.5167785217559,126.580982878284,도련일동,0,0,0, 의원
381,황비뇨기과의원,제주특별자치도 서귀포시 동문로 2 서귀동 ,33.2523192582574,126.561504673145,서귀동,1,0,1, 의원
382,새봄비뇨기과의원,제주특별자치도 제주시 동광로 131,33.5079413615319,126.540471800294,일도이동,0,0,0, 의원
383,홍건수안과의원,제주특별자치도 제주시 월랑로 3  ,33.4864706584836,126.478475118898,노형동,1,0,0, 의원
384,화북성모안과의원,제주특별자치도 제주시 일주동로 250 ,33.5197231790278,126.571981190343,화북일동,1,0,0, 의원
385,밝은안과의원,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동,1,0,0, 의원
386,연세안과의원,제주특별자치도 서귀포시 일주동로 8675 ,33.2530177709473,126.561689408622,서귀동,1,0,0, 의원
387,서울안과의원,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동,1,0,0, 의원
388,제주성모안과의원,제주특별자치도 서귀포시 동문로 5 ,33.2523432454262,126.562068685543,서귀동,1,0,0, 의원
389,제주국제공항의원,제주특별자치도 제주시 공항로 2 ,33.5059364682672,126.495951277797,용담이동,1,0,0, 의원
390,인제팔팔의원,제주특별자치도 제주시 동광로 120 ,33.5066486552758,126.539887780287,일도이동,1,0,0, 의원
391,수내과의원,제주특별자치도 서귀포시 일주동로 8675 ,33.2530177709473,126.561689408622,서귀동,1,0,0, 의원
392,박봉철내과의원,제주특별자치도 제주시 일주동로 197,33.518980148661,126.566579766919,화북일동,1,0,0, 의원
393,정내과의원,제주특별자치도 제주시 동문로 70,33.5132590581554,126.534032832603,일도이동,1,0,0, 의원
394,유내과의원,제주특별자치도 제주시 중앙로 61,33.5126642987908,126.52480539172,이도일동,1,0,0, 의원
395,삼성탑내과의원,제주특별자치도 서귀포시 중정로61번길 1  ,33.2480324151583,126.562798724267,서귀동,1,0,0, 의원
396,동일내과의원,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동,1,0,0, 의원
397,탐라우리들의원,제주특별자치도 제주시 중앙로 552 ,33.4742347791693,126.54535367091,아라일동,1,0,0, 의원
398,서귀포제일속내과의원,제주특별자치도 서귀포시 중정로 109 ,33.2488319496571,126.568157487976,서귀동,1,0,0, 의원
399,제주소망의원,제주특별자치도 제주시 조천읍 신북로 519,33.5419832563655,126.665311121163,조천읍 함덕리,0,0,0, 의원
400,현용준내과의원,제주특별자치도 제주시 동광로 129,33.5078710428623,126.540376062933,일도이동,1,0,0, 의원
401,닥터양내과의원,제주특별자치도 제주시 관덕로 18 ,33.5128949650123,126.52127964585,삼도이동,1,0,0, 의원
402,표선하늘의원,제주특별자치도 서귀포시 표선면 표선동서로 246,33.3257178351256,126.832790446422,표선면 표선리,1,0,0, 의원
403,이민정산부인과의원,제주특별자치도 제주시 노형로 407 ,33.485821410903,126.478301044424,노형동,1,0,0, 의원
404,제이산부인과의원,제주특별자치도 제주시 연북로 38  ,33.4816497749802,126.485403352408,노형동,1,0,0, 의원
405,제주힘튼의원,제주특별자치도 제주시 서광로 215,33.5001243460011,126.519524370686,삼도일동,1,0,0, 의원
406,현창옥내과의원,제주특별자치도 제주시 중앙로 195 ,33.502000096441,126.528438943589,이도일동,1,0,0, 의원
407,박내과의원,제주특별자치도 제주시 월랑로 3 ,33.4864706584836,126.478475118898,노형동,1,0,0, 의원
408,현동효내과의원,제주특별자치도 제주시 월랑로8길 1,33.4888313001214,126.476679743326,노형동,1,0,0, 의원
409,성연내과의원,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동,1,0,0, 의원
410,좋은이웃내과의원,제주특별자치도 제주시 도령로 7,33.4866698393292,126.48011049475,노형동,1,0,0, 의원
411,위앤장기만덕내과의원,제주특별자치도 제주시 노형로 407,33.485821410903,126.478301044424,노형동,1,0,0, 의원
412,서울내과의원,제주특별자치도 제주시 도령로 1 ,33.486812673941,126.479321267482,노형동,1,0,0, 의원
413,상쾌한속내과의원,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동,1,0,0, 의원
414,남도의원,제주특별자치도 제주시 우정로 65 ,33.4868948411759,126.431130796465,외도일동,1,0,0, 의원
415,나의원,제주특별자치도 제주시 관덕로 60 ,33.5129407733201,126.525711640813,일도일동,1,0,0, 의원
416,나우리제통의원,제주특별자치도 제주시 한림읍 한림북동길 7 ,33.4158904486301,126.263638518735,한림읍 한림리,1,0,0, 의원
417,김한신의원,제주특별자치도 제주시 동광로 82 ,33.5043536465131,126.537054437924,이도이동,1,0,0, 의원
418,김영석성형외과의원,제주특별자치도 제주시 도령로 1 5층 ,33.486812673941,126.479321267482,노형동,0,0,0, 의원
419,김수상내과의원,제주특별자치도 제주시 동광로 100 ,33.5055019582814,126.538443642564,일도이동,1,0,0, 의원
420,김상훈피부비뇨기과의원,제주특별자치도 서귀포시 중앙로42번길 9,33.2485477950997,126.562749694594,서귀동,1,0,0, 의원
421,김병훈정형외과의원,제주특별자치도 제주시 도령로 7 ,33.4866698393292,126.48011049475,노형동,1,0,0, 의원
422,그린서울내과의원,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동,1,0,0, 의원
423,고신경정신과의원,제주특별자치도 제주시 서광로 203  ,33.5001755909329,126.518140263279,삼도일동,1,0,0, 의원
424,건강369의원,제주특별자치도 제주시 일주동로 227,33.5194197845023,126.569766497722,화북일동,1,0,0, 의원
425,강문보내과의원,제주특별자치도 서귀포시 대정읍 하모상가로 27,33.2216721913996,126.251706686481,대정읍 하모리,1,0,0, 의원
426,강남의원,제주특별자치도 제주시 서광로 302,33.5003324893306,126.528859722904,이도이동,1,0,0, 의원
427,에버그린의원,제주특별자치도 제주시 중앙로 371-1,33.4891018116477,126.539562671479,이도이동,1,0,0, 의원
428,중문신내과의원,제주특별자치도 서귀포시 중문로 1,33.2520022255776,126.422993539855,중문동,1,0,0, 의원
429,조미진의키크는아이소아청소년과의원,제주특별자치도 제주시 월광로 165,33.4931456962899,126.474658662517,노형동,0,0,0, 의원
430,제주맘모아외과의원,제주특별자치도 제주시 연북로 38,33.4816497749802,126.485403352408,노형동,1,0,0, 의원
431,로즈앤의원,제주특별자치도 제주시 1100로 3333,33.4836219692901,126.480144305382,노형동,0,0,0, 의원
432,고영호재활의학과의원,제주특별자치도 제주시 서광로 175 ,33.5003180347391,126.515202972713,용담일동,1,0,0, 의원
433,이룸내과의원,제주특별자치도 제주시 연오로 59,33.4879308657759,126.502057860304,오라삼동,1,0,0, 의원
434,우리동홍의원,제주특별자치도 서귀포시 태평로 505,33.2503361869915,126.571403032281,동홍동,1,0,0, 의원
435,연세삼성의원,제주특별자치도 제주시 흥운길 8 ,33.5097962325094,126.511152745786,용담이동,1,0,0, 의원
436,양준호정형외과의원,제주특별자치도 제주시 월랑로 39,33.4889462586235,126.475614662141,노형동,1,0,0, 의원
437,서귀포재활의학과의원,제주특별자치도 서귀포시 중앙로 93,33.2528292134515,126.56037911371,서귀동,1,0,0, 의원
438,봉개영웅의원,제주특별자치도 제주시 번영로 500,33.490149872474,126.594819609272,봉개동,1,0,0, 의원
439,봄정신건강의학과의원,제주특별자치도 제주시 서광로 297 ,33.500735275902,126.528208185944,이도일동,1,0,0, 의원
440,반딧불의원,제주특별자치도 제주시 건주로6길 62,33.5148861830871,126.580347812699,도련일동,1,0,0, 의원
441,미래가정의학과의원,제주특별자치도 서귀포시 대청로25번길 4 ,33.252832994618,126.502693911398,강정동,1,0,0, 의원
442,문이비인후과의원,제주특별자치도 제주시 서광로 268 ,33.4997533682016,126.525191367395,도남동,1,0,0, 의원
443,더미인의원,제주특별자치도 제주시 도령로 25  ,33.4876167792041,126.481358047521,노형동,1,0,0, 의원
